46375266512,115238
46555063203,104909
46685726361,107239
47422431467,111984
47593073252,100561
47718012162,102997
47947281284,96762
48434942356,107728
48606230741,96249
48729104281,98744
49029477783,92344
49037695395,92740
49446933173,103552
49496797620,100452
49617006318,92055
49739711320,94560
50041277458,88157
50078848647,88447
50467208005,99301
50588506030,95865
50630422820,87828
50644261306,88738
50755146184,90219
51053258676,84644
51088306707,84936
51478760465,95155
51537776887,84058
51597763988,91631
51645769578,84306
51674179700,85117
51766816549,86562
52063227711,85165
52098862736,84972
52491285906,90808
52570210283,85374
52611721163,87381
52656369544,85297
52684463414,84821
52775131078,83271
53068630583,83593
53105544965,83877
53503515184,86962
53555228653,77705
53576831291,82987
53620824874,83883
53663548856,83279
53691653722,84063
53713156378,77622
53780570523,85124
54077190006,79199
54115389903,79531
54290690784,69606
54513555002,83092
54585976751,74335
54586926073,78470
54675961411,78801
54676154344,85389
54702821790,79696
54744174328,74238
54790460610,81463
55089066616,75487
55125879891,75699
55348880210,65806
55526109950,85307
55595162973,73289
55599119543,74987
55682814182,82695
55683717229,75248
55737713554,75751
55755966905,73395
55800664180,77087
56097795675,72033
56133509369,71905
56359813399,67433
56536961927,82009
56601837699,72510
56609763469,72614
56691824693,72320
56695127094,78169
56746843426,72004
56763188659,72383
56812194779,73812
57102877280,73552
57144603819,73692
57367379545,67261
57548677446,77585
57613170754,68286
57615165381,73142
57698375670,73352
57707415266,74819
57756706733,73726
57773264242,68144
57822581043,73704
58111182275,69669
58151370775,69951
58375503722,63954
58558014118,74244
58610211235,64853
58623585507,65126
58624481716,69152
58708262870,69452
58718174271,72859
58766628310,70029
58797037006,65258
58827848259,71937
58944471348,72275
59124409255,66043
59160716536,66359
59375985825,66220
59381952836,66270
59441370998,69406
59567651920,73382
59629248977,68136
59634927191,65448
59642747639,65603
59717113948,65739
59725076101,72927
59778231648,66428
59802729077,68182
59841325666,67860
59978223954,73321
60134931281,67235
60170401186,67005
60388156440,65646
60405180830,67163
60473161594,66672
60574587016,72398
60634932705,66388
60646873314,67725
60649788717,66319
60727462796,67485
60737546758,68840
60787026731,66957
60809121615,66221
60849153183,65587
60986579189,69394
61140152103,67445
61176542662,67631
61397047502,62192
61411574438,67502
61481615308,66670
61585422341,68158
61653029412,66982
61656775570,63364
61657114282,64596
61733206241,67212
61749273462,65162
61793600163,67668
61830429327,64712
61855196674,68221
61998497613,65682
62147693299,63853
62185249794,64090
62407855848,63398
62422312970,63855
62486222103,68694
62596249223,65204
62662711965,64182
62664072464,66666
62669206371,62821
62741759088,63985
62756131226,67920
62801346186,64150
62836249648,66676
62859762443,65872
63022105546,67575
63155861813,66145
63196483761,65992
63413460646,65351
63435095786,66116
63491441807,70764
63601704024,68169
63669366530,66481
63671170223,64742
63675538632,64808
63747321219,66304
