353c3a80-52d8-11e3-94be-8dd148374767,12015811092,STARTED,hazel,
353c88a0-52d8-11e3-94be-8dd148374767,12017338316,STARTED,hazel,14480279503
35f09660-52d8-11e3-bfe2-81a89d2f990b,13811763549,STARTED,hazel,1.80049E+11
35f159b0-52d8-11e3-bfe2-81a89d2f990b,13822593341,STARTED,hazel,
35dd0e60-52d8-11e3-b5b3-7128789e1a3e,14642084210,STARTED,hazel,1.65569E+11
35dd0e61-52d8-11e3-b5b3-7128789e1a3e,14643015297,STARTED,hazel,
3a34cfc1-52d8-11e3-b030-bb04ca3f8922,17444111550,STARTED,hazel,
3a34cfc0-52d8-11e3-b030-bb04ca3f8922,17445518668,STARTED,hazel,
353c3a80-52d8-11e3-94be-8dd148374767,83041763410,FINISHED,hazel,
353c88a0-52d8-11e3-94be-8dd148374767,83170739746,FINISHED,hazel,
35dd0e60-52d8-11e3-b5b3-7128789e1a3e,1.50938E+11,FINISHED,hazel,
35dd0e61-52d8-11e3-b5b3-7128789e1a3e,1.51263E+11,FINISHED,hazel,
35f09660-52d8-11e3-bfe2-81a89d2f990b,2.16142E+11,FINISHED,hazel,
35f159b0-52d8-11e3-bfe2-81a89d2f990b,2.1616E+11,FINISHED,hazel,
3a34cfc0-52d8-11e3-b030-bb04ca3f8922,2.60555E+11,FINISHED,hazel,
3a34cfc1-52d8-11e3-b030-bb04ca3f8922,2.7912E+11,FINISHED,hazel,2.67105E+11
