d4bbf901-52d4-11e3-a59c-7128789e1a3e,14008553333,STARTED,hazel,14951737850
d4bbf900-52d4-11e3-a59c-7128789e1a3e,14009022583,STARTED,hazel,39285816680
d71f6470-52d4-11e3-aaff-8dd148374767,14333879977,STARTED,hazel,
d71f3d60-52d4-11e3-aaff-8dd148374767,14340112475,STARTED,hazel,24334078830
d7fd8f70-52d4-11e3-9df0-81a89d2f990b,15468143055,STARTED,hazel,
d7fe2bb0-52d4-11e3-9df0-81a89d2f990b,15469433086,STARTED,hazel,
da5f4d30-52d4-11e3-b8f1-bb04ca3f8922,15990656683,STARTED,hazel,
da5f7440-52d4-11e3-b8f1-bb04ca3f8922,15994101607,STARTED,hazel,
d71f6470-52d4-11e3-aaff-8dd148374767,36993930796,FINISHED,hazel,
d4bbf901-52d4-11e3-a59c-7128789e1a3e,37719490475,FINISHED,hazel,
d71f3d60-52d4-11e3-aaff-8dd148374767,37921408189,FINISHED,hazel,
d4bbf900-52d4-11e3-a59c-7128789e1a3e,38502641160,FINISHED,hazel,
d7fd8f70-52d4-11e3-9df0-81a89d2f990b,38524489417,FINISHED,hazel,
d7fe2bb0-52d4-11e3-9df0-81a89d2f990b,40126703388,FINISHED,hazel,
da5f7440-52d4-11e3-b8f1-bb04ca3f8922,40383711896,FINISHED,hazel,
da5f4d30-52d4-11e3-b8f1-bb04ca3f8922,44114158119,FINISHED,hazel,
