f4248ce0-52d3-11e3-8b58-8dd148374767,13884140785,STARTED,hazel,
f42465d0-52d3-11e3-8b58-8dd148374767,13885792797,STARTED,hazel,
f3fb8110-52d3-11e3-be3c-7128789e1a3e,14036156565,STARTED,hazel,
f3fb5a00-52d3-11e3-be3c-7128789e1a3e,14037531508,STARTED,hazel,
f3dc1230-52d3-11e3-8560-81a89d2f990b,15314652583,STARTED,hazel,
f3dc3940-52d3-11e3-8560-81a89d2f990b,15328881357,STARTED,hazel,
f8806cf1-52d3-11e3-b61b-bb04ca3f8922,17955177959,STARTED,hazel,15300784933
f8806cf0-52d3-11e3-b61b-bb04ca3f8922,17963945913,STARTED,hazel,40590224593
f3fb8110-52d3-11e3-be3c-7128789e1a3e,38138223459,FINISHED,hazel,
f4248ce0-52d3-11e3-8b58-8dd148374767,38594053283,FINISHED,hazel,
f3fb5a00-52d3-11e3-be3c-7128789e1a3e,38670442377,FINISHED,hazel,
f42465d0-52d3-11e3-8b58-8dd148374767,39067913805,FINISHED,hazel,25289439659
f3dc3940-52d3-11e3-8560-81a89d2f990b,41100419376,FINISHED,hazel,
f3dc1230-52d3-11e3-8560-81a89d2f990b,41426129371,FINISHED,hazel,
f8806cf1-52d3-11e3-b61b-bb04ca3f8922,42577505151,FINISHED,hazel,
f8806cf0-52d3-11e3-b61b-bb04ca3f8922,45147109918,FINISHED,hazel,
