"58521590163","33560"
"18795414856","4532"
"267815342021","1510"
"63811933282","32128"
"147348442022","20429"
"63991879808","32920"
"76602229832","30840"
"247723928486","4540"
"33050275689","30364"
"34869759958","31232"
"21995882072","10489"
"161286552026","17500"
"115433598656","25040"
"54155761267","34200"
"49790461002","34280"
"213566579084","9673"
"120233249324","24500"
"125129168550","22951"
"70839731690","31120"
"228639760810","7400"
"142199769417","20380"
"33722343925","34366"
"166309064511","16780"
"84897310993","29007"
"27693027015","27915"
"51760762085","34000"
"145566827705","20500"
"95341402187","28040"
"32363967837","29286"
"243706101094","5150"
"214571738147","9520"
"50935847309","34920"
"219596718707","8756"
"110192970683","26007"
"51142564794","34680"
"21619867867","17031"
"143557908641","20797"
"30712074517","32985"
"169321253282","16320"
"31715278928","33567"
"127137263419","22650"
"37883689484","33884"
"235670816300","6327"
"35060638896","33246"
"143203943353","20220"
"197495883864","12050"
"87920608190","28560"
"165303271991","16902"
"79059717781","30680"
"230648555060","7110"
"180422947408","14610"
"193479442729","12680"
"131280462110","22840"
"83893012508","29160"
"59974349468","33560"
"139186886267","20820"
"101368965926","27125"
"112201328547","25699"
"123246565544","24063"
"91109374487","28880"
"72029009658","31760"
"100364682956","27280"
"63543830443","32760"
"17751587404","3291"
"68222719886","32120"
"16945135433","3942"
"46115753306","35440"
"149583995725","19860"
"79876726319","29720"
"102156598053","27220"
"201811811811","12040"
"256764812922","3180"
"88309406851","29080"
"82072768825","30201"
"23673295398","20622"
"80064274557","30520"
"148579403976","20020"
"200508397521","11590"
"238683963260","5927"
"63839023178","32122"
"73034028749","31600"
"168316987921","16480"
"182431084735","14310"
"92927664487","27780"
"43452924669","35800"
"92113421669","28720"
"59825697415","32760"
"126481647794","23365"
"106392862261","26360"
"38426593535","34636"
"79269431242","30480"
"76865622204","30200"
"93332409055","28346"
"209849104328","10790"
"70231466779","31800"
"140319362355","21483"
"153601079809","19260"
"36733310899","35558"
"71580273505","31600"
"215874220474","9932"
"176703444419","15820"
"69572504600","31920"
"101152292034","27378"
"132156660719","21882"
"80064448301","30520"
"89314355402","28920"
"123469293028","23800"
"275852220296","350"
"175699383797","15940"
"44457196009","35640"
"69571882600","31920"
"148353151477","20280"
"36065209185","33656"
"24005683218","14105"
"42903022091","35842"
"31041542514","26589"
"176703230876","15820"
"63544725371","32760"
"211857364305","10520"
"67218792767","32256"
"132284838375","22680"
"37883587873","33884"
"115028121564","24448"
"115433700250","25040"
"56961975582","34000"
"141195096136","20540"
"54155866042","34200"
"57965767235","33850"
"20261208545","8421"
"38887254979","34266"
"124250913209","23910"
"21996031777","10489"
"130148774494","22200"
"118225182166","24812"
"79269535258","30480"
"51142448194","34680"
"35392064844","33456"
"193776623683","13240"
"23281280273","12997"
"42902620445","35842"
"45913887275","35640"
"25010388138","15852"
"164649587726","17620"
"184738991075","14600"
"224619417462","8028"
"17241452829","4456"
"100963674915","26580"
"84080679005","29919"
"250736839415","4070"
"110411834639","25780"
"68222920714","32120"
"240692468069","5610"
"183435120835","14177"
"159278199164","17820"
"106993064692","25680"
"85296222122","29537"
"186448314005","13750"
"61984115509","33240"
"269823410978","1227"
"41898971186","35421"
"122065963981","23420"
"74880473225","30490"
"89314250602","28920"
"224619555542","8028"
"130499166936","22740"
"156265281862","18260"
"97133427341","27960"
"17736043029","3286"
"31352508501","27379"
"200508297017","11590"
"192772033248","13362"
"20989918849","9189"
"76886396811","30200"
"152241891640","18889"
"122065850463","23420"
"170325251001","16175"
"34387464965","32788"
"57970804182","33850"
"131504003403","22601"
"233662763177","6640"
"54808135468","33520"
"141548782399","21080"
"196789253986","12790"
"29849489041","21964"
"208542739269","10438"
"124122653488","23109"
"54774472935","33520"
"45737126720","34840"
"111416179943","25620"
"25682356690","24197"
"210552415882","10120"
"55160664787","34040"
"48481156686","35078"
"148353000379","20280"
"89926835300","28240"
"40895091419","35022"
"145340584215","20718"
"198500422014","11890"
"109406878479","25913"
"214870171079","10060"
"45913534226","35640"
"186448222447","13750"
"70020850906","32060"
"234666887284","6480"
"125477653930","23493"
"159627235581","18400"
"262794925594","2270"
"136302285173","22100"
"70867439906","31120"
"23821875933","11388"
