78138bc0-52d7-11e3-98a9-bb04ca3f8922,46446760716,FINISHED,hazel,
7813b2d0-52d7-11e3-98a9-bb04ca3f8922,46376360048,FINISHED,hazel,
74cf0f20-52d7-11e3-9fd4-7128789e1a3e,40804691653,FINISHED,hazel,
713f0a90-52d7-11e3-a3c7-8dd148374767,38771533554,FINISHED,hazel,
74cf3630-52d7-11e3-9fd4-7128789e1a3e,38137244630,FINISHED,hazel,
713f58b0-52d7-11e3-a3c7-8dd148374767,37672681017,FINISHED,hazel,
71b57310-52d7-11e3-8bd0-81a89d2f990b,37169912258,FINISHED,hazel,
71b54c00-52d7-11e3-8bd0-81a89d2f990b,36923980542,FINISHED,hazel,24805438560
7813b2d0-52d7-11e3-98a9-bb04ca3f8922,20546839316,STARTED,hazel,16377141226
78138bc0-52d7-11e3-98a9-bb04ca3f8922,20541433775,STARTED,hazel,
74cf0f20-52d7-11e3-9fd4-7128789e1a3e,16669620672,STARTED,hazel,
74cf3630-52d7-11e3-9fd4-7128789e1a3e,16663540454,STARTED,hazel,
71b57310-52d7-11e3-8bd0-81a89d2f990b,13996085614,STARTED,hazel,
71b54c00-52d7-11e3-8bd0-81a89d2f990b,13987215033,STARTED,hazel,
713f0a90-52d7-11e3-a3c7-8dd148374767,12130238264,STARTED,hazel,
713f58b0-52d7-11e3-a3c7-8dd148374767,12118541982,STARTED,hazel,
